#GO function	AUPRC	# of gene families for which a GO function was predicted at Pr>=50%
19566	0.0146761753	0
19627	0.3286779939	3
19634	0.8677151453	11
19637	0.0623289972	14
19752	0.0457587356	5
19829	0.1209952799	8
22607	0.0465168035	2
22804	0.0887186912	33
22857	0.0829697601	42
22890	0.0357509022	8
22891	0.0866434571	42
22892	0.0855586424	41
22900	0.085407574	12
30001	0.0536590585	16
30030	0.0410424052	0
30203	0.0148489563	0
30312	0.0310552542	6
30313	0.0332102008	5
30554	0.0913095621	2
31224	0.1971452988	22
31323	0.0483778651	0
31326	0.0471272977	0
31975	0.0331920375	5
32196	0.0099801507	0
32506	0.0402980087	1
32549	0.0958220746	4
32550	0.096443938	4
32553	0.1062773726	3
32555	0.0965852633	4
32559	0.0902877591	2
32991	0.0194428262	0
33036	0.043129007	12
34641	0.18421184	10
34654	0.0621116219	0
34660	0.0273775366	4
40011	0.0822660917	10
42364	0.1090069744	18
42430	0.1327891851	2
42436	0.1327891851	2
42451	0.0103799638	0
42455	0.0230686177	0
42537	0.185440577	3
42623	0.0657926455	18
42625	0.1544347746	16
42626	0.0666116864	16
42777	0.0913297539	0
42995	0.0659551033	9
43094	0.0983368114	4
43102	0.2215502505	4
43167	0.2154323382	21
43168	0.1197241516	2
43169	0.1189978812	15
43170	0.1931006595	0
43225	0.29448867	8
43226	0.07549404	43
43228	0.0768974143	41
43229	0.0756028033	43
43232	0.0768974143	41
43234	0.0147393382	0
43436	0.0476961919	5
43492	0.0666116864	16
43603	0.0480867374	3
43648	0.0212481247	0
44042	0.0573983649	2
44085	0.049873436	1
44237	0.3213896908	56
44238	0.2872385396	0
44248	0.056003034	0
44249	0.1360763105	16
44260	0.1450414365	1
44265	0.006185172	0
44271	0.0849712842	16
44422	0.0979603256	26
44424	0.126863495	69
44425	0.2015868306	10
44427	0.3050173183	17
44446	0.0972123583	17
44461	0.1906131789	10
44462	0.0173499348	4
44463	0.1906131789	10
44464	0.232772076	205
45184	0.0422145296	12
46129	0.0103799638	0
46218	0.1327891851	2
46373	0.0146761753	0
46390	0.0137839951	0
46395	0.0390106735	2
46405	0.1515785439	4
46434	0.0344617139	0
46483	0.1764139193	15
46872	0.1162202553	15
46873	0.0222267466	6
46903	0.0320213686	7
46914	0.0710238375	18
46933	0.0814626671	0
46942	0.0358907347	0
46961	0.2248597491	0
48870	0.1529994065	10
50789	0.0726802276	1
50794	0.0698884676	0
50896	0.070509201	3
51119	0.1457910757	12
51171	0.045520012	0
51179	0.1561085761	144
51234	0.1452279026	130
51252	0.04521804	0
51276	0.0800576212	3
51301	0.0460092159	8
51302	0.0426317173	4
51540	0.0586637094	0
51641	0.0473837302	11
51649	0.0488980539	12
51674	0.1529994065	10
51704	0.0389238349	6
51707	0.1079224013	8
51716	0.0419027738	0
51726	0.1425531306	4
55086	0.0514327653	0
55114	0.1113858953	36
60255	0.0486168198	0
65007	0.0768831498	1
70011	0.0255929589	0
71103	0.0755990041	5
